vgs	d(Id(M1))/Id(M1)
9.320000000000006e-001	3.560328e+000
9.330000000000006e-001	3.551525e+000
9.340000000000006e-001	3.542771e+000
9.350000000000006e-001	3.534066e+000
9.360000000000006e-001	3.525368e+000
9.370000000000006e-001	3.516718e+000
9.380000000000006e-001	3.508156e+000
9.390000000000006e-001	3.499600e+000
9.400000000000006e-001	3.491052e+000
9.410000000000006e-001	3.482551e+000
9.420000000000006e-001	3.474096e+000
9.430000000000006e-001	3.465726e+000
9.440000000000006e-001	3.457362e+000
9.450000000000006e-001	3.448966e+000
9.460000000000006e-001	3.440655e+000
9.470000000000006e-001	3.432426e+000
9.480000000000006e-001	3.424204e+000
9.490000000000006e-001	3.416025e+000
9.500000000000006e-001	3.407852e+000
9.510000000000006e-001	3.399686e+000
9.520000000000006e-001	3.391600e+000
9.530000000000006e-001	3.383558e+000
9.540000000000006e-001	3.375521e+000
9.550000000000006e-001	3.367564e+000
9.560000000000006e-001	3.359611e+000
9.570000000000006e-001	3.351664e+000
9.580000000000006e-001	3.343758e+000
9.590000000000006e-001	3.335895e+000
9.600000000000006e-001	3.328109e+000
9.610000000000006e-001	3.320328e+000
9.620000000000006e-001	3.312550e+000
9.630000000000006e-001	3.304814e+000
9.640000000000006e-001	3.297118e+000
9.650000000000006e-001	3.289462e+000
9.660000000000006e-001	3.281845e+000
9.670000000000006e-001	3.274233e+000
9.680000000000006e-001	3.266660e+000
9.690000000000006e-001	3.259161e+000
9.700000000000006e-001	3.251630e+000
9.710000000000006e-001	3.244138e+000
9.720000000000006e-001	3.236720e+000
9.730000000000006e-001	3.229269e+000
9.740000000000006e-001	3.221892e+000
9.750000000000006e-001	3.214552e+000
9.760000000000006e-001	3.207215e+000
9.770000000000007e-001	3.199950e+000
9.780000000000007e-001	3.192687e+000
9.790000000000007e-001	3.185427e+000
9.800000000000007e-001	3.178204e+000
9.810000000000007e-001	3.171017e+000
9.820000000000007e-001	3.163866e+000
9.830000000000007e-001	3.156751e+000
9.840000000000007e-001	3.149673e+000
9.850000000000007e-001	3.142595e+000
9.860000000000007e-001	3.135554e+000
9.870000000000007e-001	3.128547e+000
9.880000000000007e-001	3.121542e+000
9.890000000000007e-001	3.114605e+000
9.900000000000007e-001	3.107670e+000
9.910000000000007e-001	3.100769e+000
9.920000000000007e-001	3.093902e+000
9.930000000000007e-001	3.087036e+000
9.940000000000007e-001	3.080204e+000
9.950000000000007e-001	3.073406e+000
9.960000000000007e-001	3.066674e+000
9.970000000000007e-001	3.059910e+000
9.980000000000007e-001	3.053179e+000
9.990000000000007e-001	3.046481e+000
1.000000000000000e+000	3.038488e+000
