vgs	Id(M1)
Step Information: Ln=180n  (Run: 1/5)
9.920000000000007e-001	2.710000e-004
1.000000000000000e+000	2.750000e-004
Step Information: Ln=360n  (Run: 2/5)
2.000000000000000e-001	5.555557e-006
2.080000000000000e-001	6.008891e-006
2.160000000000000e-001	6.480002e-006
2.240000000000000e-001	6.968891e-006
2.320000000000000e-001	7.475557e-006
2.400000000000001e-001	8.000002e-006
2.480000000000001e-001	8.542224e-006
2.560000000000001e-001	9.102224e-006
2.640000000000001e-001	9.680002e-006
2.720000000000001e-001	1.027556e-005
2.800000000000001e-001	1.088889e-005
2.880000000000001e-001	1.152000e-005
2.960000000000001e-001	1.216889e-005
3.040000000000001e-001	1.283556e-005
3.120000000000001e-001	1.352000e-005
3.200000000000001e-001	1.422222e-005
3.280000000000001e-001	1.494222e-005
3.360000000000001e-001	1.568000e-005
3.440000000000001e-001	1.643556e-005
3.520000000000002e-001	1.720889e-005
3.600000000000002e-001	1.800000e-005
3.680000000000002e-001	1.880889e-005
3.760000000000002e-001	1.963556e-005
3.840000000000002e-001	2.048000e-005
3.920000000000002e-001	2.134222e-005
4.000000000000002e-001	2.222222e-005
4.080000000000002e-001	2.312000e-005
4.160000000000002e-001	2.403556e-005
4.240000000000002e-001	2.496889e-005
4.320000000000002e-001	2.592000e-005
4.400000000000002e-001	2.688889e-005
4.480000000000002e-001	2.787556e-005
4.560000000000002e-001	2.888000e-005
4.640000000000003e-001	2.990222e-005
4.720000000000003e-001	3.094222e-005
4.800000000000003e-001	3.200000e-005
4.880000000000003e-001	3.307556e-005
4.960000000000003e-001	3.416889e-005
5.040000000000002e-001	3.528000e-005
5.120000000000002e-001	3.640889e-005
5.200000000000002e-001	3.755556e-005
5.280000000000003e-001	3.872000e-005
5.360000000000003e-001	3.990222e-005
5.440000000000003e-001	4.110222e-005
5.520000000000003e-001	4.232000e-005
5.600000000000003e-001	4.355556e-005
5.680000000000003e-001	4.480889e-005
5.760000000000003e-001	4.608000e-005
5.840000000000003e-001	4.736889e-005
5.920000000000003e-001	4.867556e-005
6.000000000000003e-001	5.000000e-005
6.080000000000003e-001	5.134222e-005
6.160000000000003e-001	5.270222e-005
6.240000000000003e-001	5.408000e-005
6.320000000000003e-001	5.547556e-005
6.400000000000004e-001	5.688889e-005
6.480000000000004e-001	5.832000e-005
6.560000000000004e-001	5.976889e-005
6.640000000000004e-001	6.123556e-005
6.720000000000004e-001	6.272000e-005
6.800000000000004e-001	6.422222e-005
6.880000000000004e-001	6.574222e-005
6.960000000000004e-001	6.728000e-005
7.040000000000004e-001	6.883556e-005
7.120000000000004e-001	7.040889e-005
7.200000000000004e-001	7.200000e-005
7.280000000000004e-001	7.360889e-005
7.360000000000004e-001	7.523556e-005
7.440000000000004e-001	7.688000e-005
7.520000000000005e-001	7.854222e-005
7.600000000000005e-001	8.022223e-005
7.680000000000005e-001	8.192000e-005
7.760000000000005e-001	8.363555e-005
7.840000000000005e-001	8.536889e-005
7.920000000000005e-001	8.712000e-005
8.000000000000005e-001	8.888889e-005
8.080000000000005e-001	9.067556e-005
8.160000000000005e-001	9.248000e-005
8.240000000000005e-001	9.430222e-005
8.320000000000005e-001	9.614223e-005
8.400000000000005e-001	9.800000e-005
8.480000000000005e-001	9.987556e-005
8.560000000000005e-001	1.017689e-004
8.640000000000006e-001	1.036800e-004
8.720000000000006e-001	1.056089e-004
8.800000000000006e-001	1.075556e-004
8.880000000000006e-001	1.095200e-004
8.960000000000006e-001	1.115022e-004
9.040000000000006e-001	1.135000e-004
9.120000000000006e-001	1.155000e-004
9.200000000000006e-001	1.175000e-004
9.280000000000006e-001	1.195000e-004
9.360000000000006e-001	1.215000e-004
9.440000000000006e-001	1.235000e-004
9.520000000000006e-001	1.255000e-004
9.600000000000006e-001	1.275000e-004
9.680000000000006e-001	1.295000e-004
9.760000000000006e-001	1.315000e-004
9.840000000000007e-001	1.335000e-004
9.920000000000007e-001	1.355000e-004
1.000000000000000e+000	1.375000e-004
Step Information: Ln=540n  (Run: 3/5)
2.000000000000000e-001	3.703705e-006
2.080000000000000e-001	4.005928e-006
2.160000000000000e-001	4.320002e-006
2.240000000000000e-001	4.645928e-006
2.320000000000000e-001	4.983705e-006
2.400000000000001e-001	5.333335e-006
2.480000000000001e-001	5.694817e-006
2.560000000000001e-001	6.068150e-006
2.640000000000001e-001	6.453335e-006
2.720000000000001e-001	6.850372e-006
2.800000000000001e-001	7.259261e-006
2.880000000000001e-001	7.680002e-006
2.960000000000001e-001	8.112595e-006
3.040000000000001e-001	8.557039e-006
3.120000000000001e-001	9.013335e-006
3.200000000000001e-001	9.481483e-006
3.280000000000001e-001	9.961484e-006
3.360000000000001e-001	1.045334e-005
3.440000000000001e-001	1.095704e-005
3.520000000000002e-001	1.147259e-005
3.600000000000002e-001	1.200000e-005
3.680000000000002e-001	1.253926e-005
3.760000000000002e-001	1.309037e-005
3.840000000000002e-001	1.365334e-005
3.920000000000002e-001	1.422815e-005
4.000000000000002e-001	1.481482e-005
4.080000000000002e-001	1.541334e-005
4.160000000000002e-001	1.602371e-005
4.240000000000002e-001	1.664593e-005
4.320000000000002e-001	1.728000e-005
4.400000000000002e-001	1.792593e-005
4.480000000000002e-001	1.858371e-005
4.560000000000002e-001	1.925334e-005
4.640000000000003e-001	1.993482e-005
4.720000000000003e-001	2.062815e-005
4.800000000000003e-001	2.133334e-005
4.880000000000003e-001	2.205037e-005
4.960000000000003e-001	2.277926e-005
5.040000000000002e-001	2.352000e-005
5.120000000000002e-001	2.427259e-005
5.200000000000002e-001	2.503704e-005
5.280000000000003e-001	2.581334e-005
5.360000000000003e-001	2.660148e-005
5.440000000000003e-001	2.740148e-005
5.520000000000003e-001	2.821334e-005
5.600000000000003e-001	2.903704e-005
5.680000000000003e-001	2.987259e-005
5.760000000000003e-001	3.072000e-005
5.840000000000003e-001	3.157926e-005
5.920000000000003e-001	3.245037e-005
6.000000000000003e-001	3.333333e-005
6.080000000000003e-001	3.422815e-005
6.160000000000003e-001	3.513482e-005
6.240000000000003e-001	3.605333e-005
6.320000000000003e-001	3.698371e-005
6.400000000000004e-001	3.792593e-005
6.480000000000004e-001	3.888000e-005
6.560000000000004e-001	3.984593e-005
6.640000000000004e-001	4.082371e-005
6.720000000000004e-001	4.181333e-005
6.800000000000004e-001	4.281482e-005
6.880000000000004e-001	4.382815e-005
6.960000000000004e-001	4.485334e-005
7.040000000000004e-001	4.589037e-005
7.120000000000004e-001	4.693926e-005
7.200000000000004e-001	4.800000e-005
7.280000000000004e-001	4.907259e-005
7.360000000000004e-001	5.015704e-005
7.440000000000004e-001	5.125333e-005
7.520000000000005e-001	5.236148e-005
7.600000000000005e-001	5.348148e-005
7.680000000000005e-001	5.461333e-005
7.760000000000005e-001	5.575704e-005
7.840000000000005e-001	5.691260e-005
7.920000000000005e-001	5.808000e-005
8.000000000000005e-001	5.925926e-005
8.080000000000005e-001	6.045037e-005
8.160000000000005e-001	6.165334e-005
8.240000000000005e-001	6.286815e-005
8.320000000000005e-001	6.409482e-005
8.400000000000005e-001	6.533333e-005
8.480000000000005e-001	6.658371e-005
8.560000000000005e-001	6.784593e-005
8.640000000000006e-001	6.912000e-005
8.720000000000006e-001	7.040593e-005
8.800000000000006e-001	7.170370e-005
8.880000000000006e-001	7.301333e-005
8.960000000000006e-001	7.433481e-005
9.040000000000006e-001	7.566667e-005
9.120000000000006e-001	7.700000e-005
9.200000000000006e-001	7.833334e-005
9.280000000000006e-001	7.966667e-005
9.360000000000006e-001	8.100000e-005
9.440000000000006e-001	8.233333e-005
9.520000000000006e-001	8.366667e-005
9.600000000000006e-001	8.500000e-005
9.680000000000006e-001	8.633333e-005
9.760000000000006e-001	8.766667e-005
9.840000000000007e-001	8.900000e-005
9.920000000000007e-001	9.033333e-005
1.000000000000000e+000	9.166667e-005
Step Information: Ln=720n  (Run: 4/5)
2.000000000000000e-001	2.777780e-006
2.080000000000000e-001	3.004446e-006
2.160000000000000e-001	3.240002e-006
2.240000000000000e-001	3.484446e-006
2.320000000000000e-001	3.737779e-006
2.400000000000001e-001	4.000002e-006
2.480000000000001e-001	4.271113e-006
2.560000000000001e-001	4.551113e-006
2.640000000000001e-001	4.840002e-006
2.720000000000001e-001	5.137780e-006
2.800000000000001e-001	5.444446e-006
2.880000000000001e-001	5.760002e-006
2.960000000000001e-001	6.084446e-006
3.040000000000001e-001	6.417780e-006
3.120000000000001e-001	6.760002e-006
3.200000000000001e-001	7.111113e-006
3.280000000000001e-001	7.471113e-006
3.360000000000001e-001	7.840002e-006
3.440000000000001e-001	8.217779e-006
3.520000000000002e-001	8.604447e-006
3.600000000000002e-001	9.000002e-006
3.680000000000002e-001	9.404446e-006
3.760000000000002e-001	9.817780e-006
3.840000000000002e-001	1.024000e-005
3.920000000000002e-001	1.067111e-005
4.000000000000002e-001	1.111111e-005
4.080000000000002e-001	1.156000e-005
4.160000000000002e-001	1.201778e-005
4.240000000000002e-001	1.248445e-005
4.320000000000002e-001	1.296000e-005
4.400000000000002e-001	1.344445e-005
4.480000000000002e-001	1.393778e-005
4.560000000000002e-001	1.444000e-005
4.640000000000003e-001	1.495111e-005
4.720000000000003e-001	1.547111e-005
4.800000000000003e-001	1.600000e-005
4.880000000000003e-001	1.653778e-005
4.960000000000003e-001	1.708445e-005
5.040000000000002e-001	1.764000e-005
5.120000000000002e-001	1.820445e-005
5.200000000000002e-001	1.877778e-005
5.280000000000003e-001	1.936000e-005
5.360000000000003e-001	1.995111e-005
5.440000000000003e-001	2.055111e-005
5.520000000000003e-001	2.116000e-005
5.600000000000003e-001	2.177778e-005
5.680000000000003e-001	2.240445e-005
5.760000000000003e-001	2.304000e-005
5.840000000000003e-001	2.368445e-005
5.920000000000003e-001	2.433778e-005
6.000000000000003e-001	2.500000e-005
6.080000000000003e-001	2.567111e-005
6.160000000000003e-001	2.635111e-005
6.240000000000003e-001	2.704000e-005
6.320000000000003e-001	2.773778e-005
6.400000000000004e-001	2.844445e-005
6.480000000000004e-001	2.916000e-005
6.560000000000004e-001	2.988445e-005
6.640000000000004e-001	3.061778e-005
6.720000000000004e-001	3.136000e-005
6.800000000000004e-001	3.211111e-005
6.880000000000004e-001	3.287111e-005
6.960000000000004e-001	3.364000e-005
7.040000000000004e-001	3.441778e-005
7.120000000000004e-001	3.520445e-005
7.200000000000004e-001	3.600000e-005
7.280000000000004e-001	3.680445e-005
7.360000000000004e-001	3.761778e-005
7.440000000000004e-001	3.844000e-005
7.520000000000005e-001	3.927111e-005
7.600000000000005e-001	4.011111e-005
7.680000000000005e-001	4.096000e-005
7.760000000000005e-001	4.181778e-005
7.840000000000005e-001	4.268445e-005
7.920000000000005e-001	4.356000e-005
8.000000000000005e-001	4.444444e-005
8.080000000000005e-001	4.533778e-005
8.160000000000005e-001	4.624000e-005
8.240000000000005e-001	4.715111e-005
8.320000000000005e-001	4.807111e-005
8.400000000000005e-001	4.900000e-005
8.480000000000005e-001	4.993778e-005
8.560000000000005e-001	5.088445e-005
8.640000000000006e-001	5.184000e-005
8.720000000000006e-001	5.280445e-005
8.800000000000006e-001	5.377778e-005
8.880000000000006e-001	5.476000e-005
8.960000000000006e-001	5.575111e-005
9.040000000000006e-001	5.675000e-005
9.120000000000006e-001	5.775000e-005
9.200000000000006e-001	5.875000e-005
9.280000000000006e-001	5.975000e-005
9.360000000000006e-001	6.075000e-005
9.440000000000006e-001	6.175000e-005
9.520000000000006e-001	6.275000e-005
9.600000000000006e-001	6.375001e-005
9.680000000000006e-001	6.475000e-005
9.760000000000006e-001	6.575000e-005
9.840000000000007e-001	6.675000e-005
9.920000000000007e-001	6.775000e-005
1.000000000000000e+000	6.875000e-005
Step Information: Ln=900n  (Run: 5/5)
2.000000000000000e-001	2.222224e-006
2.080000000000000e-001	2.403557e-006
2.160000000000000e-001	2.592002e-006
2.240000000000000e-001	2.787557e-006
2.320000000000000e-001	2.990224e-006
2.400000000000001e-001	3.200002e-006
2.480000000000001e-001	3.416891e-006
2.560000000000001e-001	3.640891e-006
2.640000000000001e-001	3.872002e-006
2.720000000000001e-001	4.110224e-006
2.800000000000001e-001	4.355557e-006
2.880000000000001e-001	4.608002e-006
2.960000000000001e-001	4.867557e-006
3.040000000000001e-001	5.134224e-006
3.120000000000001e-001	5.408002e-006
3.200000000000001e-001	5.688891e-006
3.280000000000001e-001	5.976891e-006
3.360000000000001e-001	6.272002e-006
3.440000000000001e-001	6.574224e-006
3.520000000000002e-001	6.883557e-006
3.600000000000002e-001	7.200002e-006
3.680000000000002e-001	7.523558e-006
3.760000000000002e-001	7.854224e-006
3.840000000000002e-001	8.192002e-006
3.920000000000002e-001	8.536891e-006
4.000000000000002e-001	8.888891e-006
4.080000000000002e-001	9.248002e-006
4.160000000000002e-001	9.614224e-006
4.240000000000002e-001	9.987557e-006
4.320000000000002e-001	1.036800e-005
4.400000000000002e-001	1.075556e-005
4.480000000000002e-001	1.115022e-005
4.560000000000002e-001	1.155200e-005
4.640000000000003e-001	1.196089e-005
4.720000000000003e-001	1.237689e-005
4.800000000000003e-001	1.280000e-005
4.880000000000003e-001	1.323022e-005
4.960000000000003e-001	1.366756e-005
5.040000000000002e-001	1.411200e-005
5.120000000000002e-001	1.456356e-005
5.200000000000002e-001	1.502222e-005
5.280000000000003e-001	1.548800e-005
5.360000000000003e-001	1.596089e-005
5.440000000000003e-001	1.644089e-005
5.520000000000003e-001	1.692800e-005
5.600000000000003e-001	1.742222e-005
5.680000000000003e-001	1.792356e-005
5.760000000000003e-001	1.843200e-005
5.840000000000003e-001	1.894756e-005
5.920000000000003e-001	1.947022e-005
6.000000000000003e-001	2.000000e-005
6.080000000000003e-001	2.053689e-005
6.160000000000003e-001	2.108089e-005
6.240000000000003e-001	2.163200e-005
6.320000000000003e-001	2.219022e-005
6.400000000000004e-001	2.275556e-005
6.480000000000004e-001	2.332800e-005
6.560000000000004e-001	2.390756e-005
6.640000000000004e-001	2.449422e-005
6.720000000000004e-001	2.508800e-005
6.800000000000004e-001	2.568889e-005
6.880000000000004e-001	2.629689e-005
6.960000000000004e-001	2.691200e-005
7.040000000000004e-001	2.753422e-005
7.120000000000004e-001	2.816356e-005
7.200000000000004e-001	2.880000e-005
7.280000000000004e-001	2.944356e-005
7.360000000000004e-001	3.009422e-005
7.440000000000004e-001	3.075200e-005
7.520000000000005e-001	3.141689e-005
7.600000000000005e-001	3.208889e-005
7.680000000000005e-001	3.276800e-005
7.760000000000005e-001	3.345422e-005
7.840000000000005e-001	3.414756e-005
7.920000000000005e-001	3.484800e-005
8.000000000000005e-001	3.555556e-005
8.080000000000005e-001	3.627022e-005
8.160000000000005e-001	3.699200e-005
8.240000000000005e-001	3.772089e-005
8.320000000000005e-001	3.845689e-005
8.400000000000005e-001	3.920000e-005
8.480000000000005e-001	3.995022e-005
8.560000000000005e-001	4.070756e-005
8.640000000000006e-001	4.147200e-005
8.720000000000006e-001	4.224356e-005
8.800000000000006e-001	4.302222e-005
8.880000000000006e-001	4.380800e-005
8.960000000000006e-001	4.460089e-005
9.040000000000006e-001	4.540000e-005
9.120000000000006e-001	4.620000e-005
9.200000000000006e-001	4.700000e-005
9.280000000000006e-001	4.780000e-005
9.360000000000006e-001	4.860000e-005
9.440000000000006e-001	4.940000e-005
9.520000000000006e-001	5.020000e-005
9.600000000000006e-001	5.100000e-005
9.680000000000006e-001	5.180000e-005
9.760000000000006e-001	5.260000e-005
9.840000000000007e-001	5.340000e-005
9.920000000000007e-001	5.420000e-005
1.000000000000000e+000	5.500000e-005
